material_ID,Materialkategorie,UUID-Nummer,material_name,ID-Nummer Entsorgung,Entsorgung,Rohdichte (kg/m3),Bezug,Total (UBP) ,Herstellung (UBP) ,Entsorgung (UBP) ,Primärenergie Gesamt Total (kWh oil-eq) ,Primärenergie Gesamt Herstellung (kWh oil-eq),Primärenergie Gesamt Herstellung energetisch genutzt (kWh oil-eq),Primärenergie Gesamt Herstellung stofflich genutzt (kWh oil-eq),Primärenergie Gesamt Entsorgung (kWh oil-eq),Primärenergie erneuerbar Total (kWh oil-eq),Primärenergie erneuerbar Herstellung Total (kwh oil-eq),Primärenergie erneuerbar Herstellung energetisch genutzt (kWh oil-eq),Primärenergie erneuerbar Herstellung stofflich genutzt (kWh oil-eq),Primärenergie Entsorgung (kWh oil-eq),Primärenergie nicht erneuerbar Total (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung Total (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung energetisch genutzt (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung stofflich genutzt (kWh oil-eq),Primärenergie nicht erneuerbar Entsorgung (kWh oil-eq),Treibhausgasemissionen Total (kg CO2-eq),Treibhausgasemissionen Herstellung (kg CO2-eq),Treibhausgasemissionen Entsorgung (kg CO2-eq),Biogener Kohlenstoff im Produkt enthalten (kg C),Kommentar
5.017,"Fenster, Sonnenschutz, Fassadenverkleidungen",9E4B8BDA-989A-484D-BFB1-E6CB90491CC4,"Sonnenschutz, Lamellenstoren motorisiert 4",91.115,"Entsorgung, Sonnenschutz, Lamellenstoren motorisiert",,m2,133’000,131’000,1’620,281,280,280,0,0,32,32,32,0,0,249,249,249,0,0,60,59,1,0,
5.019,"Fenster, Sonnenschutz, Fassadenverkleidungen",D69BFDA2-373D-4794-BF31-42FAD621E4FB,"Sonnenschutz, Rollladen motorisiert 4",91.118,"Entsorgung, Sonnenschutz, Rollladen motorisiert",,m2,168’000,167’000,801,358,357,357,0,0,44,44,44,0,0,314,313,313,0,0,75,74,1,0,
6.001,Metallbaustoffe,122994E0-6AE3-48F8-97C2-633125609F3E,"Aluminiumblech, blank",91.141,"Entsorgung, Nichteisenmetalle",2’690,kg,12’500,12’500,19.9,30,30,30,0,0,5,5,5,0,0,25,25,25,0,0,5.59,5.58,0.00798,0,
6.002,Metallbaustoffe,9D19FB5F-33F0-44B4-9489-B6E224103955,"Aluminiumprofil, blank",91.141,"Entsorgung, Nichteisenmetalle",2’690,kg,11’500,11’400,19.9,31,31,31,0,0,5,5,5,0,0,26,26,26,0,0,5.7,5.69,0.00798,0,
6.003,Metallbaustoffe,1F33844F-91D2-4363-B328-904E15110A1C,Armierungsstahl,91.142,"Entsorgung, Armierungsstahl",7’850,kg,,,,,,,,,,,,,,,,,,,,,,0,"Aufgrund eines Fehlers in den Daten zu Armierungsstahl (ID 006.03) waren die publizierten Umweltkennwerte zu dieser Position um ca. 25 % zu hoch. Die berichtigten Werte werden wir Ihnen demnächst in einer aktualisierten Version dieser Excel-Liste 2009/1:2022 zur Verfügung stellen. Im Weiteren erfolgt eine grundsätzliche Überprüfung der Daten zu Armierungsstahl, was zu einer zusätzlichen Anpassung der Werte dieser Position führen kann.
En raison d'une erreur dans les données relatives à l'acier d'armature (ID 006.03), les valeurs environnementales publiées pour ce poste étaient trop élevées d'environ 25 %. Nous mettrons prochainement à votre disposition les valeurs corrigées dans une version actualisée de cette liste Excel 2009/1:2022. Par ailleurs, une vérification fondamentale des données relatives à l'acier d'armature est en cours, ce qui peut conduire à une adaptation supplémentaire des valeurs de ce poste."
6.014,Metallbaustoffe,1483FF58-F07C-4ED4-A422-3E72A667D1A7,Blei,91.141,"Entsorgung, Nichteisenmetalle",11’340,kg,3’810,3’790,19.9,4.1,4,4,0,0,0.2,0,0,0,0,3.8,4,4,0,0,1.02,1.01,0.00798,0,
6.004,Metallbaustoffe,0FE00428-0CF6-4CC1-A4B1-BA186F56D57E,Chromnickelstahlblech 18/8 blank,91.143,"Entsorgung, Stahl",7’900,kg,9’710,9’700,11.2,17,17,17,0,0,2.4,2,2,0,0,14.6,15,15,0,0,4.12,4.12,0.00699,0,
6.005,Metallbaustoffe,7AD1957E-FC33-43A8-88F8-2A4DD83A362A,Chromnickelstahlblech 18/8 verzinnt,91.143,"Entsorgung, Stahl",7’900,kg,13’000,13’000,11.2,24.9,25,25,0,0,2.7,3,3,0,0,22.3,22,22,0,0,5.88,5.88,0.00699,0,
6.006,Metallbaustoffe,75CC3E80-7E5F-4E12-898A-03966A87E3E6,Chromstahlblech blank,91.143,"Entsorgung, Stahl",7’700,kg,7’080,7’070,11.2,9.5,9,9,0,0,1,1,1,0,0,8.5,9,9,0,0,2.74,2.73,0.00699,0,
6.007,Metallbaustoffe,4594A8BF-8167-4183-9A45-CB64DF6D95B8,Chromstahlblech verzinnt,91.143,"Entsorgung, Stahl",7’700,kg,10’400,10’400,11.2,17.5,17,17,0,0,1.2,1,1,0,0,16.2,16,16,0,0,4.5,4.49,0.00699,0,
6.008,Metallbaustoffe,92E11D9B-9BC5-4032-BB06-2082CE3D8AFD,"Kupferblech, blank",91.141,"Entsorgung, Nichteisenmetalle",8’900,kg,24’500,24’500,19.9,10.5,11,11,0,0,1.6,2,2,0,0,8.9,9,9,0,0,2.21,2.2,0.00798,0,
6.009,Metallbaustoffe,EB9E1E6E-6F40-4CB7-B373-5D66FD146CF5,Messing-/Baubronzeblech,91.141,"Entsorgung, Nichteisenmetalle",8’300,kg,25’500,25’500,19.9,13,13,13,0,0,1.9,2,2,0,0,11.1,11,11,0,0,2.72,2.71,0.00798,0,
6.01,Metallbaustoffe,38C1572A-3CE8-47C0-B24E-5E924A8AD97E,"Stahlblech, blank",91.143,"Entsorgung, Stahl",7’850,kg,5’270,5’260,11.2,8.4,8,8,0,0,0.6,1,1,0,0,7.8,8,8,0,0,2.8,2.79,0.00699,0,
6.011,Metallbaustoffe,68F8D468-2A49-430A-A94A-A3073A85B029,"Stahlblech, verzinkt",91.143,"Entsorgung, Stahl",7’850,kg,15’200,15’200,11.2,17,17,17,0,0,1.4,1,1,0,0,15.6,16,16,0,0,4.49,4.49,0.00699,0,
6.012,Metallbaustoffe,4DC70979-B6CA-4DA5-A291-6F1A082EE475,"Stahlprofil, blank",91.143,"Entsorgung, Stahl",7’850,kg,1’300,1’280,11.2,3.6,4,4,0,0,0.2,0,0,0,0,3.4,3,3,0,0,0.738,0.731,0.00699,0,
6.013,Metallbaustoffe,3A017EE3-8EAE-4957-9976-39EA72157918,Titanzinkblech,91.141,"Entsorgung, Nichteisenmetalle",7’200,kg,27’800,27’800,19.9,20.1,20,20,0,0,2.6,3,3,0,0,17.5,17,17,0,0,4.03,4.02,0.00798,0,
7.001,Holz und Holzwerkstoffe,BBA9796B-B084-473D-B362-E703FAD37CAA,3- und 5-Schicht Massivholzplatte,91.048,"Entsorgung, Dreischichtplatte",453,kg,1’020,935,80.7,15.4,15,10,5,0,13.3,13,8,5,0,2.2,2,2,0,0,0.471,0.415,0.056,0,
7.021,Holz und Holzwerkstoffe,f346cb73-61fb-4468-b500-3bfc161d80a6,Balkenschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,792,718,74.2,10.2,10,5,5,0,8.6,9,3,5,0,1.6,1,1,0,0,0.343,0.294,0.049,0,
7.003,Holz und Holzwerkstoffe,75F8C2B2-0B4E-4243-93D6-9D8B721B4D12,Brettschichtholz,91.047,"Entsorgung, Brettschichtholz verleimt",439,kg,772,698,74.2,9.7,10,4,5,0,8.1,8,3,5,0,1.54,1,1,0,0,0.336,0.287,0.049,0,
7.02,Holz und Holzwerkstoffe,83c72ece-6641-4675-97f0-a6236caf7e7f,Brettsperrholz,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",436,kg,884,777,107,9.9,10,5,5,0,8.1,8,3,5,0,1.8,2,2,0,0,0.397,0.317,0.08,0.449,
7.022,Holz und Holzwerkstoffe,b914b5f8-ce92-4da0-8c94-055ee668b154,Furniersperrholz,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",823,kg,1’980,1’870,107,14.3,14,9,5,0,9.2,9,5,5,0,5.1,5,4,1,0,1.02,0.944,0.08,0,
7.004,Holz und Holzwerkstoffe,99B2F7E4-22F3-4C8E-9C76-D3CBADA830E2,Hartfaserplatte,91.049,"Entsorgung, Holzfaserplatte hart",955,kg,1’770,1’700,68.8,11.2,11,6,5,0,7,7,2,5,0,4.1,4,4,0,0,1.07,1.03,0.044,0,
7.005,Holz und Holzwerkstoffe,C916FBF8-EB8F-43A7-9D11-9E92CF9F083D,"Holzwolle-Leichtbauplatte, zementgebunden",91.144,"Entsorgung, Verbundmaterialien, organisch-mineralisch",400,kg,773,687,86.5,3.3,3,2,2,0,2,2,0,2,0,1.28,1,1,0,0,0.536,0.499,0.0363,0,
7.023,Holz und Holzwerkstoffe,dff243df-ce92-429c-b6f4-a1e3ca114b16,Konstruktionsvollholz,91.049,"Entsorgung, Holzfaserplatte hart",436,kg,691,622,68.8,9.5,9,4,5,0,8.3,8,3,5,0,1.25,1,1,0,0,0.29,0.245,0.0443,0,
7.008,Holz und Holzwerkstoffe,5452FFFF-13C9-4D8B-803B-E644F35A3325,"Massivholz Buche / Eiche, kammergetrocknet, gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,438,375,63.3,7.9,8,3,5,0,7.3,7,2,5,0,0.66,1,1,0,0,0.153,0.114,0.0392,0,
7.007,Holz und Holzwerkstoffe,9AC95A58-6438-48B7-BB6A-B07B6F4CFB6A,"Massivholz Buche / Eiche, kammergetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",675,kg,393,330,63.3,7.7,8,3,5,0,7.1,7,2,5,0,0.57,0,0,0,0,0.136,0.097,0.0392,0,
7.006,Holz und Holzwerkstoffe,531C8578-0D4B-469A-ACE5-8E3A536FC47C,"Massivholz Buche / Eiche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",705,kg,324,261,63.3,6.7,7,2,5,0,6.2,6,2,5,0,0.48,0,0,0,0,0.121,0.0817,0.0392,0,
7.011,Holz und Holzwerkstoffe,3D89DC7F-1638-4C94-AFA8-DC31CAC210BC,"Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",465,kg,478,415,63.3,6.8,7,2,5,0,6.1,6,1,5,0,0.78,1,1,0,0,0.174,0.135,0.0392,0,
7.01,Holz und Holzwerkstoffe,C6FE17BA-12BD-4454-B0F0-74CA8C665D6B,"Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,402,339,63.3,5.9,6,1,5,0,5.2,5,0,5,0,0.67,1,1,0,0,0.157,0.118,0.0392,0,
7.009,Holz und Holzwerkstoffe,EB82F166-04B1-49F0-A586-FD8F92824196,"Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau",91.052,"Entsorgung, Holz und Holzwerkstoffe, Massivholz",485,kg,318,255,63.3,5.5,5,1,5,0,5,5,0,5,0,0.51,0,0,0,0,0.13,0.0909,0.0392,0,
7.012,Holz und Holzwerkstoffe,962B816C-DBD4-445F-8392-E4F8532069C8,"Mitteldichte Faserplatte (MDF), UF-gebunden",91.05,"Entsorgung, Faserplatte mittlerer Dichte (MDF)",685,kg,1’550,1’420,129,10.3,10,4,6,0,5.9,6,1,5,0,4.5,4,3,1,0,0.956,0.856,0.1,0,
7.013,Holz und Holzwerkstoffe,BD66B05D-27E3-4ADF-85A2-E0ABBBA686A5,"OSB Platte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",605,kg,1’030,925,107,11,11,5,6,0,8.3,8,3,5,0,2.7,3,2,1,0,0.565,0.485,0.08,0,
7.024,Holz und Holzwerkstoffe,2ec4e1b4-5694-4169-b734-b38c2365aaac,Röhrenspanplatte,91.145,"Entsorgung, Spanplatte, 10% Bindemittel",272,kg,1’350,1’240,107,10.5,10,5,6,0,6.9,7,2,5,0,3.7,4,3,1,0,0.815,0.735,0.08,0,
7.015,Holz und Holzwerkstoffe,F54AEECA-7B3B-4ACE-B4CB-88527B1C903C,"Spanplatte, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,889,782,107,6.9,7,2,4,0,4.4,4,1,4,0,2.56,2,2,1,0,0.531,0.451,0.08,0,
7.016,Holz und Holzwerkstoffe,FB830352-0350-46F9-BF46-73733C576386,"Spanplatte, UF-gebunden, beschichtet, Trockenbereich",91.057,"Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden",640,kg,1’210,1’090,122,8.4,8,4,5,0,4.7,5,1,3,0,3.7,4,2,1,0,0.737,0.642,0.095,0,
7.014,Holz und Holzwerkstoffe,E88CFF0D-059B-4E8A-93BC-A4E3A917A2F6,"Spanplatte, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",640,kg,889,782,107,6.9,7,2,4,0,4.4,4,1,4,0,2.6,2,2,1,0,0.531,0.451,0.08,0,
7.018,Holz und Holzwerkstoffe,32B17B00-83C9-412F-899B-03B8DB3781BF,"Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,2’880,2’770,107,17,17,12,5,0,10,10,6,4,0,7,7,6,1,0,1.43,1.35,0.08,0,
7.017,Holz und Holzwerkstoffe,55C3FB36-27C5-40BB-B51C-715C9F2984FE,"Sperrholz/Multiplex, UF-gebunden, Trockenbereich",91.145,"Entsorgung, Spanplatte, 10% Bindemittel",500,kg,2’150,2’040,107,14.7,15,10,5,0,10,10,6,4,0,4.7,5,4,1,0,0.95,0.871,0.08,0,
7.019,Holz und Holzwerkstoffe,134906e4-dbd4-42e3-828c-e819fea6a651,"Stabschichtholz, Buche",,,,,,,,,,,,,,,,,,,,,,,,,,,
8.001,Klebstoffe und Fugendichtungsmassen,21330D47-1D7A-36C8-7F0E-CB11F4CB2767,2-Komponenten Klebstoff,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1’500,kg,10’100,9’910,236,24.6,25,25,0,0,0.4,0,0,0,0,24.3,24,24,0,0,4.84,4.65,0.19,0,
8.002,Klebstoffe und Fugendichtungsmassen,CA0CC8C0-0CF0-4DE4-A9E8-C3B416365119,Heissbitumen,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1’000,kg,2’050,1’810,236,15,15,3,12,0,0.1,0,0,0,0,15,15,3,12,0,1.1,0.911,0.19,0,
8.003,Klebstoffe und Fugendichtungsmassen,9831C103-3AC5-439B-9BF1-3C1976328C98,Kautschukdichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1’500,kg,6’880,6’640,236,24.7,25,17,8,0,0.3,0,0,0,0,24.4,24,16,8,0,2.42,2.24,0.19,0,
8.004,Klebstoffe und Fugendichtungsmassen,0732FA24-108B-41A5-A86B-71ADB88B5F21,Polysulfiddichtungsmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1’600,kg,2’890,2’660,236,8.2,8,7,1,0,0.4,0,0,0,0,7.8,8,7,1,0,1.72,1.53,0.19,0,
8.005,Klebstoffe und Fugendichtungsmassen,85E73CA0-F8D0-4F4D-BA4F-074E3BBD8A31,Silicon-Fugenmasse,91.146,"Entsorgung, Kleb-, Dichtstoffe, Anstriche",1’000,kg,4’580,4’340,236,16.3,16,8,8,0,1.9,2,2,0,0,14.5,14,6,8,0,2.91,2.72,0.19,0,
9.001,Dichtungsbahnen und Schutzfolien,01CD6F3D-BD57-4002-A3FB-6CD6DF5868D7,Dampfbremse bituminös,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1’100,kg,5’230,2’790,2’430,14.1,14,6,8,0,0.7,1,1,0,0,13.5,13,6,8,0,3.64,1.31,2.33,0,
9.002,Dichtungsbahnen und Schutzfolien,5155BF82-EBE7-4FE9-A0C3-3B52FF372827,Dampfbremse Polyethylen (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,6’930,4’120,2’810,25.7,25,14,11,0,0.9,1,1,0,0,24.8,25,13,11,0,5.42,2.75,2.67,0,
9.003,Dichtungsbahnen und Schutzfolien,7BA5DD3A-06EF-4108-853B-3687B698FF22,Dichtungsbahn bituminös,91.172,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse Bitumen",1’100,kg,4’360,1’930,2’430,12.6,12,5,7,0,0.3,0,0,0,0,12.3,12,5,7,0,3.34,1.01,2.33,0,
9.004,Dichtungsbahnen und Schutzfolien,90159AF7-455B-4996-A1AC-6D5B6E3242F4,Dichtungsbahn Gummi (EPDM),91.147,"Entsorgung, Dichtungsbahnen und Schutzfolien, EPDM",1’100,kg,8’110,4’870,3’240,25.5,25,17,8,0,0.8,1,1,0,0,24.7,25,16,8,0,5.84,2.74,3.1,0,
9.005,Dichtungsbahnen und Schutzfolien,CFA0CA34-15A6-4D99-AEC3-CA60F46DBE4D,Dichtungsbahn Polyolefin (FPO),91.148,"Entsorgung, Dichtungsbahnen und Schutzfolien, Polyolefin",1’000,kg,7’880,5’070,2’810,23.6,23,12,12,0,0.4,0,0,0,0,23.2,23,11,12,0,5.19,2.52,2.67,0,
9.006,Dichtungsbahnen und Schutzfolien,5C26C97A-D10C-49A8-815E-06A340CCC448,Kraftpapier,91.149,"Entsorgung, Kraft-Papier",650,kg,3’460,3’250,207,20.7,21,16,5,0,13,13,8,5,0,7.7,8,8,0,0,1.67,1.62,0.0586,0,
9.007,Dichtungsbahnen und Schutzfolien,D4BF6599-6623-4AE5-9D50-8EDDB6B05F41,Polyethylenfolie (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,6’930,4’120,2’810,25.7,25,14,12,0,0.9,1,1,0,0,24.8,25,13,12,0,5.42,2.75,2.67,0,
9.008,Dichtungsbahnen und Schutzfolien,FD71B629-B98E-47C8-ADA4-513631C0896B,Polyethylenvlies (PE),91.037,"Entsorgung, Dichtungsbahnen und Schutzfolien, Dampfbremse PE",920,kg,7’100,4’290,2’810,26.5,26,15,12,0,0.5,1,1,0,0,26,26,14,12,0,5.63,2.96,2.67,0,
10.014,Wärmedämmstoffe,9EC4E12B-5E75-4A0B-84DA-A1A5F152A4BC,Aerogel-Vlies,91.119,"Entsorgung, Aerogel-Vlies",150,kg,73600,73200,409,242,241,241,0,0,12.1,12,12,0,0,230,229,229,0,0,48.8,48.5,0.289,0,
10.012,Wärmedämmstoffe,E6773968-F9C9-4782-A5CD-78B9B1164571,Blähperlit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,1460,1420,42.7,4.6,5,5,0,0,0.2,0,0,0,0,4.5,4,4,0,0,1.06,1.04,0.0128,0,
10.011,Wärmedämmstoffe,A0A69B33-B2C9-4DE4-BA2E-770C2A4EF76A,Blähvermiculit,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",65-140,kg,690,647,42.7,1.6,2,2,0,0,0,0,0,0,0,1.56,2,2,0,0,0.396,0.383,0.0128,0,
10.016,Wärmedämmstoffe,7A1681B7-2F34-4B51-BF2D-D4C9C33CFCA5,Flachsfasern,91.121,"Entsorgung, Flachsfaser-Dämmung",30,kg,2’950,2’570,372,11.3,11,6,5,0,6,6,1,5,0,5.3,5,5,0,0,1.01,0.78,0.235,0,
10.017,Wärmedämmstoffe,CC513F17-747F-4776-ABFA-9C78FF26A557,"Flachsfasern, feuerfest",91.121,"Entsorgung, Flachsfaser-Dämmung",30,kg,3’530,3’160,372,13,13,8,5,0,5.5,5,0,5,0,7.5,7,7,0,0,1.45,1.22,0.235,0.44,
10.001,Wärmedämmstoffe,43B03F61-91A1-438E-B958-6E274F13B241,Glaswolle,91.173,"Entsorgung, Dämmstoff, mineralisch",20-100,kg,1’960,1’850,116,7.8,8,8,0,0,2.4,2,2,0,0,5.5,5,5,0,0,1.1,1.04,0.0596,0,
10.002,Wärmedämmstoffe,42A8911C-62FF-4A4B-ACD8-31E4148787E8,Korkplatte,91.15,"Entsorgung, Korkplatte",120,kg,2’170,2’000,173,14.2,14,9,5,0,7.9,8,4,4,0,6.2,6,5,1,0,1.11,1.07,0.039,0.496,
10.003,Wärmedämmstoffe,4F352DCA-9E8B-49E4-98B6-F10BA797180E,Phenolharz (PF),91.151,"Entsorgung, Dämmstoff, organisch, Polystyrol",40,kg,10’000,6’740,3’280,34,34,27,7,0,1,1,1,0,0,34,33,26,7,0,7.27,4.17,3.09,0,
10.004,Wärmedämmstoffe,9F6CB547-DC00-4900-8FB4-A37135F510B4,Polystyrol expandiert (EPS),91.151,"Entsorgung, Dämmstoff, organisch, Polystyrol",15-40,kg,9’800,6’520,3’280,31,30,21,9,0,1,1,1,0,0,30,30,21,9,0,7.6,4.51,3.09,0,
10.005,Wärmedämmstoffe,604F2ECA-F888-49C4-9FA5-C206BC37E889,Polystyrol extrudiert (XPS),91.151,"Entsorgung, Dämmstoff, organisch, Polystyrol",30-35,kg,19’700,16’500,3’280,30,30,21,9,0,1,1,1,0,0,29.4,29,20,9,0,14.4,11.3,3.09,0,
10.006,Wärmedämmstoffe,D23B8D09-6CCC-42B7-B54D-B67BEEEC54DD,Polyurethan (PUR/PIR),91.039,"Entsorgung, Wäremdämmstoffe Polyurethan",30,kg,10’400,7’500,2’930,31,30,22,9,1,1,1,1,0,0,30,30,21,9,1,7.45,4.8,2.65,0,
10.007,Wärmedämmstoffe,328C6FA7-DA92-462A-9CC7-6D0DB5CCE2D3,Schaumglas,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",100-165,kg,1’760,1’720,42.7,7.1,7,7,0,0,1.9,2,2,0,0,5.2,5,5,0,0,1.19,1.18,0.0128,0,
10.013,Wärmedämmstoffe,BEB5B222-85E0-44DB-891D-851DF16EEA31,Schaumglasschotter,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",125-150,kg,499,457,42.7,2,2,2,0,0,0.3,0,0,0,0,1.7,2,2,0,0,0.16,0.15,0.0128,0,
10.008,Wärmedämmstoffe,A3BBA042-97AF-4B5C-AF00-E049CEF1A557,Steinwolle,91.173,"Entsorgung, Dämmstoff, mineralisch",32-160,kg,1’790,1’670,116,5,5,5,0,0,0.5,1,1,0,0,4.5,4,4,0,0,1.19,1.13,0.0596,0,
