material_ID,Materialkategorie,UUID-Nummer,material_name,ID-Nummer Entsorgung,Entsorgung,Rohdichte (kg/m3),Bezug,Total (UBP) ,Herstellung (UBP) ,Entsorgung (UBP) ,Primärenergie Gesamt Total (kWh oil-eq) ,Primärenergie Gesamt Herstellung (kWh oil-eq),Primärenergie Gesamt Herstellung energetisch genutzt (kWh oil-eq),Primärenergie Gesamt Herstellung stofflich genutzt (kWh oil-eq),Primärenergie Gesamt Entsorgung (kWh oil-eq),Primärenergie erneuerbar Total (kWh oil-eq),Primärenergie erneuerbar Herstellung Total (kwh oil-eq),Primärenergie erneuerbar Herstellung energetisch genutzt (kWh oil-eq),Primärenergie erneuerbar Herstellung stofflich genutzt (kWh oil-eq),Primärenergie Entsorgung (kWh oil-eq),Primärenergie nicht erneuerbar Total (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung Total (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung energetisch genutzt (kWh oil-eq),Primärenergie nicht erneuerbar Herstellung stofflich genutzt (kWh oil-eq),Primärenergie nicht erneuerbar Entsorgung (kWh oil-eq),Treibhausgasemissionen Total (kg CO2-eq),Treibhausgasemissionen Herstellung (kg CO2-eq),Treibhausgasemissionen Entsorgung (kg CO2-eq),Biogener Kohlenstoff im Produkt enthalten (kg C),Kommentar
10.015,Wärmedämmstoffe,92766C16-5D0D-44ED-9F92-C15AA32DECCE,Strohballenwand,91.122,"Entsorgungsmix, Strohballenwand",215,kg,586,586,0,5.1,5,0,5,0,4.9,5,0,5,0,0.2,0,0,0,0,0.1,0.1,0,0.368,
10.009,Wärmedämmstoffe,B9689582-8BDE-4FE1-849D-BBBED840E410,Weichfaserplatte,91.051,"Entsorgung, Weichfaserplatte",148,kg,1400,1180,228,10.5,10,5,6,0,7.1,7,2,5,0,3.4,3,3,1,0,0.727,0.634,0.0926,0.436,
10.01,Wärmedämmstoffe,858771D5-96F5-42C9-AEE3-51D3BE1879F7,Zellulosefasern,91.046,"Entsorgung, Papier",35-60,kg,558,396,163,1.31,1,1,0,0,0.26,0,0,0,0,1.05,1,1,0,0,0.281,0.21,0.0715,0.404,
11.001,Bodenbeläge,D5660BDD-EC47-4D6A-B3C1-3EA06F77EA89,"2K-Fliessbelag Industrie (Epoxidharz), 2.25 mm",91.002,"Entsorgung, 2K-Fliessbelag Industrie",4.55,m2,41’800,33’500,8’250,67,64,55,9,2,2,1,1,0,0,65,63,54,9,2,18.4,11.2,7.24,0,
11.002,Bodenbeläge,4E8C7D2C-2FC7-4E38-AB39-049E58E9CFCC,"2K-Fliessbelag Wohnen/Verwaltung (Epoxidharz, PU), 2 mm",91.003,"Entsorgung, 2K-Fliessbelag Wohnen",3.6,m2,25’800,21’300,4’540,64,63,60,2,2,2,2,2,0,0,62,61,58,2,1,13.9,10,3.87,0,
11.003,Bodenbeläge,2F71DB77-CF3D-49DC-8DCA-C25203ED860B,"Gummigranulat versiegelt, 7.5 mm",91.004,"Entsorgung, Bodenbelag organisch, Gummigranulat",8.25,m2,38’800,25’400,13’400,115,112,94,18,3,3,2,2,0,0,113,110,92,18,3,26.9,14.9,11.9,0,
11.004,Bodenbeläge,B0C749DA-292B-417D-8E38-65766E052FBC,"Gussasphalt, 27.5 mm",91.001,"Entsorgung, Asphalt, 0.1% Wasser, in Reaktordeponie",63.3,m2,33’800,24’700,9’080,129,124,65,58,6,3,3,3,0,0,126,120,62,58,5,16,14.7,1.23,0,
11.005,Bodenbeläge,FC78B567-FFF2-432F-98A2-07A1420AA8BD,"Hartbeton einschichtig, 27.5 mm",91.005,"Entsorgung, Bodenbelag, Hartbeton einschichtig",57.8,m2,26’600,24’100,2’470,49,46,46,0,3,2,2,2,0,0,47,44,44,0,3,16.5,15.7,0.741,0,
11.006,Bodenbeläge,160EF365-BB74-41C8-AF40-5256811D83C3,"Hartbeton zweischichtig, 35 mm",91.006,"Entsorgung, Bodenbelag, Hartbeton zweischichtig",73.5,m2,27’300,24’100,3’140,44,40,40,0,4,2,2,2,0,0,42,38,38,0,4,16.4,15.5,0.942,0,
11.007,Bodenbeläge,63EE2517-0078-4246-B833-08D253528653,"Kautschuk, 2 mm",91.007,"Entsorgung, Bodenbelag, Kautschuk",3.36,m2,24’200,20’400,3’760,71,70,62,7,1,10,10,10,0,0,61,60,53,7,1,14.2,11,3.19,0,
11.008,Bodenbeläge,414EEBBE-85C4-4869-A411-29C0097ADA38,"Keramik-/Steinzeugplatte, 9 mm",91.152,"Entsorgung, Keramikziegel",18,m2,87’000,73’100,13’800,88,70,70,0,18,4,4,4,0,1,83,66,66,0,17,18.2,14.1,4.15,0,
11.009,Bodenbeläge,09B8473A-DDB4-42D4-977E-C9CA914B54AC,"Kork Fertigparkett, 10.5 mm",91.008,"Entsorgung, Korkparkett",7.8,m2,15’600,13’400,2’140,84,83,46,37,1,39,39,8,31,0,45,44,38,6,1,9.08,7.78,1.3,3,
11.01,Bodenbeläge,BF645614-152F-4820-8AA9-45B474C60CE2,"Kork PVC-beschichtet, 3.2 mm",91.009,"Entsorgung, Bodenbelag, Kork PVC-beschichtet",2.7,m2,12’000,7’900,4’060,43,42,32,10,2,8,8,3,6,0,35,33,29,4,1,8.28,4.76,3.53,1,
11.011,Bodenbeläge,32D89BCF-BBDA-4EC1-B2B8-E4EE731B5D82,"Korkparkett geölt/versiegelt, 5.3 mm",91.008,"Entsorgung, Korkparkett",2.7,m2,5’980,3’840,2’140,24.4,23,16,7,1,12.3,12,5,7,0,12.1,11,11,0,1,3.26,1.96,1.3,1,
11.012,Bodenbeläge,D6E43E7F-94A3-46BC-8327-A37DC2283E3A,"Kunststeinplatte zementgebunden, 10 mm",91.153,"Entsorgung, Kunststeinziegel",21.5,m2,25’900,6’110,19’800,32.2,7,7,0,25,1.8,1,1,0,1,30.5,6,6,0,24,10.4,4.51,5.92,0,
11.013,Bodenbeläge,927E7BE7-E17F-4B77-B6A5-F1E755ED4C9D,"Laminat, 8.5 mm",91.011,"Entsorgung, Laminat, 5% Bindemittel",8.5,m2,16’600,13’600,2’980,81,79,31,49,2,38,38,3,35,0,43,41,28,13,1,10.4,8.12,2.3,2,
11.014,Bodenbeläge,219ECD16-D974-452B-9D34-CB93A1C2087D,"Linoleum, 2.5 mm",91.012,"Entsorgung, Linoleum, 15% Bindemittel",2.9,m2,15’800,15’100,731,46,45,35,10,0,19,19,9,10,0,26.3,26,26,0,0,6.37,5.85,0.517,1,
11.015,Bodenbeläge,A94BDF7C-82AA-49BB-A7D8-BA6C9DE53D49,"Natursteinplatte geschliffen, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,42’100,40’400,1’730,138,136,136,0,2,19,19,19,0,0,118,116,116,0,2,17,16.5,0.519,0,
11.018,Bodenbeläge,E7E6539A-A99C-41CA-B367-9F23E95AB60B,"Parkett 2-Schicht werkversiegelt, 11 mm",91.013,"Entsorgung, Holzparkett, 2-Schicht",6.1,m2,16’100,15’700,493,130,129,99,30,1,88,88,58,29,0,42,42,41,1,1,7.8,7.49,0.34,3,
11.019,Bodenbeläge,3A16EE50-78D2-41C3-B04C-081938045128,"Parkett 3-Schicht werkversiegelt, 15 mm",91.014,"Entsorgung, Holzparkett, 3-Schicht",7.9,m2,18’200,17’600,638,186,185,145,40,1,145,145,106,39,0,40,40,39,1,1,8.1,7.7,0.44,4,
11.02,Bodenbeläge,3CBF6DF7-FB0E-43EC-B297-DFBA6B9E4283,"Parkett Mosaik werkversiegelt, 8 mm",91.015,"Entsorgung, Holzparkett Mosaik",5.6,m2,9’050,8’700,355,113,113,88,25,1,90,90,65,25,0,23,23,23,0,0,3.6,3.37,0.22,2,
11.021,Bodenbeläge,07714EA8-1659-4E92-BF5B-CE52120C7B4F,"PVC homogen, 2 mm",91.016,"Entsorgung, Kunststoffe, PVC",3.1,m2,20’600,13’500,7’140,60,57,49,8,4,2,2,2,0,0,58,55,47,8,3,14.4,8.17,6.22,0,
11.022,Bodenbeläge,9C7A2743-77DD-4CE8-B1C7-A412157B907C,"Steinholz versiegelt, 16.5 mm",91.017,"Entsorgung, Steinholzboden",22,m2,16’400,15’500,940,26.1,25,25,0,1,1,1,1,0,0,25.2,24,24,0,1,13,12.7,0.282,0,
11.023,Bodenbeläge,C8140CBD-C5D3-40B0-9AEF-498C98AD7909,"Synthetische thermoplastische Beläge (TPO), 2 mm",91.018,"Entsorgung, synthetische thermoplastische Beläge (TPO)",3.4,m2,20’000,9’520,10’500,47,46,33,12,1,3,3,3,0,0,43,43,30,12,1,16,5.88,10.1,0,
11.024,Bodenbeläge,92E45A3D-900C-4492-ADA8-61B2DD0019C8,Teppich Kunstfaser getuftet,91.019,"Entsorgung, Teppich Kunstfaser getuftet",2.1,m2,21’200,14’700,6’470,51,50,39,11,0,1,1,1,0,0,50,50,38,11,0,16.7,10.5,6.25,0,
11.025,Bodenbeläge,E5FD6450-C5AC-4847-BCCD-D0F029C154E6,Teppich Nadelfilz,91.02,"Entsorgung, Teppich Nadelfilz",1.3,m2,12’700,8’700,4’010,35,35,24,10,0,1,1,1,0,0,34,34,24,10,0,9.85,5.98,3.87,0,
11.026,Bodenbeläge,9C22D41F-BB8A-428D-A09A-853D819ABCDF,Teppich Naturfaser,91.021,"Entsorgung, Teppich Naturfaser",2.7,m2,15’300,13’200,2’070,26.4,26,14,12,0,10.9,11,1,9,0,15.5,15,13,2,0,5.08,3.23,1.86,1,
11.027,Bodenbeläge,3C9838E9-2A6B-46EF-B6B7-E310A1B0A6B8,"Terrazzo versiegelt, 40 mm",91.022,"Entsorgung, Terrazzo",95,m2,28’200,24’200,4’060,45,40,40,0,5,4,4,4,0,0,41,36,36,0,5,17.3,16.1,1.22,0,
12.005,Türen,35881663-8dbf-472c-8690-957d157a54a2,"Aussentüre, Aluminium, Glaseinsatz",91.162,"Entsorgung, Aussentüre, Aluminium, Glaseinsatz",,m2,395’000,378’000,17’400,1’030,1020,1020,0,6,117,116,116,0,0,912,906,906,0,5,216,201,14.8,0,
12.006,Türen,2c4d1c2a-496b-4d2f-8e9f-ce621e4a1afb,"Aussentüre, Aluminium, Paneelfüllung",91.163,"Entsorgung, Aussentüre, Aluminium, Paneelfüllung",,m2,385’000,375’000,10’500,979,979,979,0,1,142,142,142,0,0,838,837,837,0,1,193,183,10,0,
12.008,Türen,ff27a77b-badc-4527-9373-29f79906804c,"Aussentüre, Holz",91.164,"Entsorgung, Gebäude, Aussentüre, Holz",,m2,125’000,116’000,9’290,548,544,336,207,4,283,283,102,181,0,265,261,234,26,4,62.3,54.7,7.65,16,
12.001,Türen,4C49FCC1-4EF1-41DC-8754-E19D12D113FA,"Aussentüre, Holz, aluminiumbeplankt",91.024,"Entsorgung, Gebäude, Aussentüre, Holz-Aluminium",,m2,231’000,222’000,9’290,834,829,622,207,4,328,328,147,181,0,506,502,475,26,4,116,108,7.65,16,
12.002,Türen,1B535A14-092B-4B01-9882-459671D72379,"Aussentüre, Holz, Glaseinsatz",91.025,"Entsorgung, Gebäude, Aussentüre, Holz-Glas",,m2,161’000,149’000,12’200,605,599,424,175,7,246,246,93,153,0,359,353,331,21,6,85.9,76.2,9.71,13,
12.007,Türen,70161147-1156-4b2d-b954-d6592929a8ef,"Innentüre, Aluminium, Glaseinsatz",91.165,"Entsorgung, Innentüre, Aluminium, Glaseinsatz",,m2,316’000,306’000,10’500,826,822,822,0,4,103,103,103,0,0,723,719,719,0,4,166,158,8.71,0,
12.009,Türen,bfa8d003-c41c-4c53-9875-5c924683a1d2,"Innentüre, Funktionstüre, Holz, Holzrahmen",91.166,"Entsorgung, Gebäude, Funktionstüre, Holz, Holzrahmen",,m2,88’000,79’400,8’550,470,465,246,218,5,279,279,88,191,0,190,185,158,28,5,44.4,37.5,6.87,17,
12.012,Türen,0be05dde-ba72-4acc-bf8d-278e526584d7,"Innentüre, Funktionstüre, Holz, Stahlzarge",91.167,"Entsorgung, Gebäude, Funktionstüre, Holz, Stahlzarge",,m2,181’000,173’000,7’930,588,584,420,164,5,231,231,93,138,0,357,353,326,26,4,97,90.5,6.47,14,
12.004,Türen,A1868DC5-9456-4291-865A-499B33A5FCD1,"Innentüre, Zimmertüre, Holz, Glaseinsatz, Holzrahmen",91.034,"Entsorgung, Gebäude, Innentüre, Holz, Glaseinsatz, Holzrahmen",,m2,109’000,100’000,8’900,455,449,307,142,6,200,200,73,127,0,255,250,235,15,5,59.8,52.9,6.93,11,
12.011,Türen,baf5dab7-6a2d-47f6-a64c-867e2227b969,"Innentüre, Zimmertüre, Holz, Glaseinsatz, Stahlzarge",91.168,"Entsorgung, Gebäude, Innentüre, Holz, Glaseinsatz, Stahlzarge",,m2,202’000,194’000,8’290,574,569,480,88,5,152,152,77,74,0,421,417,403,14,5,112,106,6.54,7,
12.003,Türen,767D89CB-9927-4BDD-ACD3-FCC79C32B97E,"Innentüre, Zimmertüre, Holz, Holzrahmen",91.035,"Entsorgung, Gebäude, Innentüre, Holz, Holzrahmen",,m2,64’600,57’900,6’710,347,343,185,158,4,206,206,67,139,0,141,137,118,19,3,32.4,27,5.4,12,
12.01,Türen,0ea0aaec-c7a6-42ab-97cb-d02848277eb6,"Innentüre, Zimmertüre, Holz, Stahlzarge",91.169,"Entsorgung, Gebäude, Innentüre, Holz, Stahlzarge",,m2,158’000,152’000,6’100,465,462,358,104,3,158,158,72,86,0,307,304,287,18,3,85,80,5,9,
13.001,Rohre,D145CC3E-3828-487D-8C94-C2CDC23BF922,Acrylnitril-Butadien-Styrol (ABS),91.155,"Entsorgung, Kunststoff-Rohre, ABS",1’050,kg,9’780,6’790,2’980,30,30,21,9,1,0,0,0,0,0,30,29,21,9,1,7.67,4.92,2.75,0,
13.005,Rohre,BF5ADE50-BDAD-419B-B7E5-9A3F7F6938A3,Gusseisen,91.143,"Entsorgung, Stahl",7’850,kg,5’670,5’660,11,5.8,6,6,0,0,0.3,0,0,0,0,5.5,5,5,0,0,2.1,2.09,0.01,0,
13.002,Rohre,0DB3712B-3B7E-44BB-B56C-A49DDED3D465,Polyethylen (PE),91.174,"Entsorgung, Kunststoffrohre, PE oder PP",960,kg,6’020,3’570,2’450,23.8,24,12,12,0,0.5,1,1,0,0,23.2,23,11,12,0,4.75,2.38,2.37,0,
13.003,Rohre,92B2EFB8-9F95-47EC-963D-114CBE430246,Polypropylen (PP),91.174,"Entsorgung, Kunststoffrohre, PE oder PP",910,kg,6’050,3’600,2’450,23.2,23,11,12,0,0.4,0,0,0,0,22.7,23,11,12,0,4.78,2.4,2.37,0,
13.004,Rohre,5A6449C2-62A0-4A42-BF6D-F1E33F5F9480,Polyvinylchlorid (PVC),91.156,"Entsorgung, Kunststoff-Rohre, PVC",1’390,kg,6’250,3’880,2’370,20.2,19,13,6,1,0.6,1,1,0,0,19.5,18,12,6,1,4.49,2.38,2.1,0,
14.002,"Anstrichstoffe, Beschichtungen",07DD2F56-133A-4FBF-A39B-1D374248EB2A,"Anstrich, lösemittelverdünnbar, 2 Anstriche",91.023,"Entsorgung, Farbe, 2 Schichten",0.3,m2,2’270,2’200,71,7,7,6,1,0,0.5,0,0,0,0,6.6,7,6,1,0,0.976,0.92,0.056,0,
14.001,"Anstrichstoffe, Beschichtungen",10ACA0B7-B75D-4F51-A3AB-976B923ACA8A,"Anstrich, wasserverdünnbar, 2 Anstriche",91.023,"Entsorgung, Farbe, 2 Schichten",0.3,m2,1’220,1’150,71,4.3,4,3,1,0,0.1,0,0,0,0,4.2,4,3,1,0,0.702,0.646,0.056,0,
14.003,"Anstrichstoffe, Beschichtungen",1165EF5A-E1A2-4C0D-9307-622DEE107999,"Bitumenemulsion, 1 Anstrich",91.157,"Entsorgung, Farbe, 1 Schicht",0.25,m2,429,370,59,1.87,2,1,1,0,0.02,0,0,0,0,1.9,2,1,1,0,0.181,0.135,0.047,0,
14.004,"Anstrichstoffe, Beschichtungen",F45B12F5-FF80-528A-2C76-A6DABD38F684,"Emaillieren, Metall",,keine,,m2,16’400,16’400,0,47,47,47,0,0,4,4,4,0,0,44,44,44,0,0,8.12,8.12,0,0,
14.005,"Anstrichstoffe, Beschichtungen",68569EAE-A2FA-E096-D678-497AB362BCCF,"Pulverbeschichten, Aluminium",,keine,,m2,6’270,6’270,0,17.1,17,17,0,0,0.6,1,1,0,0,16.6,17,17,0,0,3.65,3.65,0,0,
14.006,"Anstrichstoffe, Beschichtungen",E9266136-2E91-997B-5E48-CA88AB77279C,"Pulverbeschichten, Stahl",,keine,,m2,6’760,6’760,0,21.8,22,22,0,0,0.7,1,1,0,0,21.1,21,21,0,0,4.39,4.39,0,0,
14.007,"Anstrichstoffe, Beschichtungen",3FDD883B-8EDA-4735-987C-5D7CF46F1004,"Verchromen, Stahl",,keine,,m2,6’320,6’320,0,5.3,5,5,0,0,0.9,1,1,0,0,4.5,4,4,0,0,0.612,0.612,0,0,
14.008,"Anstrichstoffe, Beschichtungen",AAF77F9A-FE78-41CD-BAD5-16DAA6238CC2,"Verzinken, Stahl",,keine,,m2,29’500,29’500,0,28,28,28,0,0,3,3,3,0,0,25.6,26,26,0,0,6.1,6.1,0,0,
15.001,Kunststoffe,78087965-417E-4763-B8B5-4A7910943363,"Plexiglas (PMMA, Acrylglas)",91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1’180,kg,14’800,11’700,3’090,41,40,33,8,0,0,0,0,0,0,40,40,32,8,0,11.6,8.68,2.92,0,
15.002,Kunststoffe,A5671823-5D7E-A4B1-2A9F-C32E6CA3BCB9,Polyamid (PA) glasfaserverstärkt,91.159,"Entsorgung, Kunststoffe, stickstoffhaltig",1’360,kg,15’200,12’300,2’920,41,41,37,4,1,1,1,1,0,0,40,40,36,4,1,11.5,8.89,2.62,0,
15.003,Kunststoffe,464C8985-D30C-40EC-8B26-7E107BCF7F1A,Polycarbonat (PC),91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1’200,kg,15’900,12’800,3’090,32,32,26,6,0,0,0,0,0,0,32,32,26,6,0,11.4,8.49,2.92,0,
15.004,Kunststoffe,993A7227-F17D-4BFA-8B37-C62C13DC42F5,Polyester (UP) glasfaserverstärkt,91.158,"Entsorgung, Kunststoffe aus reinen Kohlenwasserstoffen",1’500,kg,13’800,10’700,3’090,32.8,33,29,4,0,1.5,1,1,0,0,31.4,31,27,4,0,9.85,6.93,2.92,0,
15.005,Kunststoffe,CBDADEEB-3B93-32E4-6504-08EF289B6D9B,Polystyrol (PS),91.16,"Entsorgung, Polystyrol",1’050,kg,8’170,4’880,3’290,25,25,14,11,0,0,0,0,0,0,24.6,24,14,11,0,6.73,3.64,3.08,0,
21.001,Kücheneinbauten und -möbel,3C36CA50-3B4E-44CA-8240-EB4B75A84B68,Abfalltrennsystem,91.123,"Entsorgung, Abfalltrennsystem",,Stk.,35’300,26’600,8’770,130,129,126,4,1,17,17,17,0,0,113,112,109,4,1,24.2,16.1,8.13,0,
21.002,Kücheneinbauten und -möbel,FC7C4727-B6B9-45A9-9AB9-53EE5C039FB2,"Arbeitsplatte Chromstahl, high-end",91.161,"Entsorgung, Arbeitsplatte Chromstahl, High-End",,m2,838’000,837’000,715,1710,1710,1710,0,2,450,450,450,0,0,1260,1260,1260,0,2,333,333,0.45,0,
21.003,Kücheneinbauten und -möbel,59550658-97D9-44D0-A19E-69C1434953F0,"Arbeitsplatte Chromstahl, Standard",91.124,"Entsorgung, Arbeitsplatte Chromstahl, Standard",,m2,137’000,136’000,1’430,313,312,258,54,2,89,89,45,44,0,225,223,213,11,1,56.9,55.9,1.05,5,
21.004,Kücheneinbauten und -möbel,BA8B90B0-9DF2-4B24-9C2E-2771662E958F,Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis),91.125,"Entsorgung, Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis)",,m2,137’000,116’000,20’800,361,356,303,53,5,6,6,6,0,0,355,350,297,53,5,95.6,76.3,19.3,0,
21.005,Kücheneinbauten und -möbel,77DCCEBD-760E-4534-9BF9-975E037EB3A0,Arbeitsplatte kunstharzbeschichtet,91.126,"Entsorgung, Arbeitsplatte kunstharzbeschichtet",,m2,34’300,32’800,1’550,250,249,124,125,1,148,148,49,99,0,102,101,75,26,1,20.2,19,1.2,12,
21.006,Kücheneinbauten und -möbel,FF8F7027-E9C1-4AD4-9E47-7DDB0F44CCEE,Arbeitsplatte Massivholz,91.127,"Entsorgung, Arbeitsplatte Massivholz",,m2,27’600,26’100,1’490,396,394,256,138,2,335,335,206,129,0,61,59,50,9,2,12.6,11.7,0.92,6,
21.007,Kücheneinbauten und -möbel,F6E3D922-9AB9-43AF-8913-DAEEA4FBE722,Arbeitsplatte Naturstein,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",,m2,159’000,155’000,3’530,428,423,423,0,5,72,71,71,0,0,356,352,352,0,4,41.3,40.3,1.06,0,
21.008,Kücheneinbauten und -möbel,84ED90B6-CBDF-4F8D-845B-272346268676,Dampfabzug,91.129,"Entsorgung, Dampfabzug",,Stk.,357’000,339’000,17’700,668,666,666,0,1,69,69,69,0,0,598,597,597,0,1,151,134,17.1,0,
21.009,Kücheneinbauten und -möbel,179EF39A-FF60-4845-9534-8D73EF207C47,"Küche, Massivholz, 16-teilig",91.13,"Entsorgung, Küche, Massivholz, 16-teilig",,Stk.,1’010’000,944’000,62’800,7020,6980,4950,2030,41,5040,5040,3140,1900,2,1980,1940,1810,129,38,471,419,51.4,160,
21.01,Kücheneinbauten und -möbel,6927B923-0CE9-404D-B3A9-98914ED31E83,"Küche, Metall, 16-teilig",91.131,"Entsorgung, Küche, Metall, 16-teilig",,Stk.,6’620’000,6’560’000,54’300,10900,10900,10900,67,5,683,683,615,67,0,10300,10300,10300,0,5,2770,2720,51,3,
21.011,Kücheneinbauten und -möbel,FADC1641-F855-4888-B0BB-42B23153ED97,"Küche, Spanplatte, 16-teilig",91.132,"Entsorgung, Küche, Spanplatte, 16-teilig",,Stk.,1’200’000,1’110’000,91’300,5400,5340,2880,2460,60,2530,2520,599,1930,3,2870,2820,2280,531,56,633,558,74.9,223,
21.012,Kücheneinbauten und -möbel,12ADE34B-2318-4E01-89C0-4A690DF416D3,Spüle Chromstahl,91.133,"Entsorgung, Spüle Chromstahl",,Stk.,110’000,105’000,5’340,254,254,254,0,1,41,41,41,0,0,214,213,213,0,1,48.6,43.7,4.93,0,
21.013,Kücheneinbauten und -möbel,77603615-1C21-4F15-A9A7-3194EA13EEE8,Spüle Kompositwerkstoff (auf Gesteinsmehlbasis),91.134,"Entsorgung, Spüle Kompositwerkstoff (auf Gesteinsmehlbasis)",,Stk.,46’700,46’100,598,160,160,143,17,1,16,16,16,0,0,144,143,126,17,1,30.7,30.6,0.18,0,